R1	R2	R3	P1	P2	P3	P4	P5	A	B	C	D	E	Distr	Type	T_min	T_max	Formula	Number	n3	n4	comment	enthalpy
NO	NH3+		NH3	NO+				1.0	9.23e-10	0.411	2.0	0.0	logn	5	13.0	800.0	5	5217	2	1		-85.11499877571265
HPO	H+		H	HPO+				1.0	4.85e-09	3.9	2.0	0.0	logn	5	10.0	800.0	4	5218	1	1		-315.15154893690806
NH2	H+		H	NH2+				1.0	3.22e-09	4.6	2.0	0.0	logn	5	10.0	800.0	4	5219	1	1		-242.98020838624655
PH2	H+		H	PH2+				1.0	4.94e-09	0.911	2.0	0.0	logn	5	10.0	63.0	4	5220	1	1		-368.7849519624834
PH2	H+		H	PH2+				1.0	4.94e-09	0.911	2.0	0.0	logn	5	63.0	800.0	5	5220	2	1		-368.7849519624834
c-SiC2	H+		H	SiC2+				1.0	6.16e-09	3.2	2.0	0.0	logn	5	10.0	770.0	4	5221	1	1		-370.16693650287687
c-SiC2	H+		H	SiC2+				1.0	6.16e-09	3.2	2.0	0.0	logn	5	770.0	800.0	5	5221	2	1		-370.16693650287687
SiNC	H+		H	SiNC+				1.0	6.46e-09	3.37	2.0	0.0	logn	5	10.0	800.0	4	5222	1	1		-560.1544321752899
C3O	H+		H	C3O+				1.0	5.81e-09	3.5	2.0	0.0	logn	5	10.0	800.0	4	5223	1	1		-273.1957406808979
C3S	H+		H	C3S+				1.0	7.33e-09	4.39	2.0	0.0	logn	5	10.0	800.0	4	5224	1	1		-279.8798178551452
C4	H+		H	C4+				1.24e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5225	1	2		-280.0520506681139
CH3	H+		H	CH3+				3.4e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5226	1	1		-367.7154334520761
H2CS	H+		H	H2CS+				1.0	5.3e-09	2.61	2.0	0.0	logn	5	10.0	510.0	4	5227	1	1		-415.4682621335504
H2CS	H+		H	H2CS+				1.0	5.3e-09	2.61	2.0	0.0	logn	5	510.0	800.0	5	5227	2	1		-415.4682621335504
HSSH	H+		H	H2S2+				1.0	6.05e-09	1.49	2.0	0.0	logn	5	10.0	167.0	4	5228	1	1		-431.9429608286182
HSSH	H+		H	H2S2+				1.0	6.05e-09	1.49	2.0	0.0	logn	5	167.0	800.0	5	5228	2	1		-431.9429608286182
NH3	H+		H	NH3+				1.0	3.48e-09	3.65	2.0	0.0	logn	5	10.0	800.0	4	5229	1	1		-338.13038877538463
l-SiC3	H+		H	l-SiC3+				1.0	8.14e-09	4.15	2.0	0.0	logn	5	10.0	800.0	4	5230	1	1		-307.8228326986273
H2CCN	H+		H	CH2CN+				1.0	4.96e-09	5.81	2.0	0.0	logn	5	10.0	800.0	4	5231	1	1		-325.46440870257106
H2CCO	H+		H	H2CCO+				1.0	4.91e-09	2.37	2.0	0.0	logn	5	10.0	422.0	4	5232	1	1		-394.4949526309584
H2CCO	H+		H	H2CCO+				1.0	4.91e-09	2.37	2.0	0.0	logn	5	422.0	800.0	5	5232	2	1		-394.4949526309584
C4P	H+		H	C4P+				1.94e-09	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5233	1	1		-498.7728367446763
C4S	H+		H	C4S+				1.0	8.72e-09	4.34	2.0	0.0	logn	5	10.0	800.0	4	5234	1	1		-430.7766086195271
C5	H+		H	C5+				4e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5235	1	1		-238.40056414037412
SiC4	H+		H	SiC4+				1.0	9.47e-09	5.57	2.0	0.0	logn	5	10.0	800.0	4	5236	1	1		-345.02987248795444
C6	H+		H	C6+				4e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5237	1	1		-114.36285046174561
C7	H+		H	C7+				4e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5238	1	1		-331.5251133641869
HC5N	H+		H	HC5N+				4e-08	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5239	1	1		-301.29358127139204
C8	H+		H	C8+				4e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5240	1	1		-216.3741402525266
C9	H+		H	C9+				4e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5241	1	1		-400.28194889681834
HC7N	H+		H	HC7N+				4.25e-08	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5242	1	1		-365.4241541766229
CH3COCH3	H+		H	C2H6CO+				1.09e-08	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5243	1	1		-383.2638241705744
C10	H+		H	C10+				2.76e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5244	1	1		-286.1733781296812
NO	S+		S	NO+				1.0	7.74e-10	0.411	2.0	0.0	logn	5	10.0	13.0	4	5245	1	1		-90.40547619631751
NO	S+		S	NO+				1.0	7.74e-10	0.411	2.0	0.0	logn	5	13.0	800.0	5	5245	2	1		-90.40547619631751
SiC	S+		S	SiC+				1.0	1.45e-09	2.1	2.0	0.0	logn	5	10.0	330.0	4	5246	1	1		-128.7911030261204
SiC	S+		S	SiC+				1.0	1.45e-09	2.1	2.0	0.0	logn	5	330.0	800.0	5	5246	2	1		-128.7911030261204
SiS	S+		S	SiS+				1.0	1.4e-09	2.14	2.0	0.0	logn	5	10.0	344.0	4	5247	1	1		25.541023475725197
SiS	S+		S	SiS+				1.0	1.4e-09	2.14	2.0	0.0	logn	5	344.0	800.0	5	5247	2	1		25.541023475725197
NH3	S+		S	NH3+				1.0	1.02e-09	3.65	2.0	0.0	logn	5	10.0	800.0	4	5248	1	1		-5.290477420977973
Fe	Si+		Si	Fe+				1.9e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5249	1	1		
Mg	Si+		Si	Mg+				2.9e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5250	1	1		-56.9284582865102
Na	Si+		Si	Na+				2.7e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5251	1	1		-305.13771001463004
C	C2+		C2	C+				1.1e-10	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5252	1	1		-49.277280739246066
NO	C2+		C2	NO+				1.0	8.35e-10	0.411	2.0	0.0	logn	5	10.0	13.0	4	5253	1	1		-239.31482369645235
NO	C2+		C2	NO+				1.0	8.35e-10	0.411	2.0	0.0	logn	5	13.0	800.0	5	5253	2	1		-239.31482369645235
Fe	CH+		CH	Fe+				2.6e-10	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5254	1	1		
Mg	CH+		CH	Mg+				3.6e-10	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5255	1	1		-293.52571336758876
Na	CH+		CH	Na+				3.5e-10	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5256	1	1		-541.734965095634
Si	CH+		CH	Si+				2e-10	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5257	1	1		-236.59725508100394
NO	CH+		CH	NO+				1.0	1.01e-09	0.411	2.0	0.0	logn	5	10.0	13.0	4	5258	1	1		-130.59168681585226
NO	CH+		CH	NO+				1.0	1.01e-09	0.411	2.0	0.0	logn	5	13.0	800.0	5	5258	2	1		-130.59168681585226
C	CN+		CN	C+				1.1e-10	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5259	1	1		-242.64205708796376
H	CN+		CN	H+				6.4e-10	0.0	0.0	1.25	0.0	logn	5	10.0	300.0	3	5260	1	1		-9.434212494147356
O	CN+		CN	O+				6.5e-11	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5261	1	1		-26.678910011214096
S	CN+		CN	S+				1.1e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5262	1	1		-342.27412384851675
C2	CN+		CN	C2+				8.5e-10	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5263	1	1		-193.36477634868038
CH	CN+		CN	CH+				1.0	1.16e-09	3.33	2.0	0.0	logn	5	10.0	800.0	4	5264	1	1		-302.0879132293551
CO	CN+		CN	CO+				1.0	8.9e-10	0.251	2.0	0.0	logn	5	10.0	800.0	5	5265	1	1		24.679384194475944
S	N2+		N2	S+				1.1e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5266	1	1		-516.4519048912949
C2	N2+		N2	C2+				8.4e-10	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5267	1	1		-367.54255739145856
CH	N2+		N2	CH+				1.0	1.14e-09	3.33	2.0	0.0	logn	5	10.0	800.0	4	5268	1	1		-476.2656942720586
CN	N2+		N2	CN+				1e-10	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5269	1	1		-174.17778104277815
CO	N2+		N2	CO+				7e-11	0.0	0.0	1.25	0.0	logn	5	10.0	300.0	3	5270	1	1		-149.4983968482276
NH	N2+		N2	NH+				1.0	9.01e-10	4.4	2.0	0.0	logn	5	10.0	800.0	4	5271	1	1		-201.87226866279536
NO	N2+		N2	NO+				1.0	8e-10	0.411	2.0	0.0	logn	5	10.0	13.0	4	5272	1	1		-606.8573810879109
NO	N2+		N2	NO+				1.0	8e-10	0.411	2.0	0.0	logn	5	13.0	800.0	5	5272	2	1		-606.8573810879109
O2	N2+		N2	O2+				5e-11	0.0	0.0	1.25	0.0	logn	5	10.0	300.0	3	5273	1	1		-330.6182393401947
OH	N2+		N2	OH+				1.0	7.45e-10	5.5	2.0	0.0	logn	5	10.0	800.0	4	5274	1	1		-254.5631171166371
CCH	N2+		N2	C2H+				1.0	1.35e-09	1.34	2.0	0.0	logn	5	10.0	134.0	4	5275	1	1		-385.4443020866912
CCH	N2+		N2	C2H+				1.0	1.35e-09	1.34	2.0	0.0	logn	5	134.0	800.0	5	5275	2	1		-385.4443020866912
CH2	N2+		N2	CH2+				1.0	1.12e-09	1.41	2.0	0.0	logn	5	10.0	150.0	4	5276	1	1		-499.90623892586297
CH2	N2+		N2	CH2+				1.0	1.12e-09	1.41	2.0	0.0	logn	5	150.0	800.0	5	5276	2	1		-499.90623892586297
CO2	N2+		N2	CO2+				9e-10	0.0	0.0	1.25	0.0	logn	5	10.0	300.0	3	5277	1	1		-182.38089649310473
HCN	N2+		N2	HCN+				1.0	1e-09	6.61	2.0	0.0	logn	5	10.0	800.0	4	5278	1	1		-195.05316201337618
NH2	N2+		N2	NH2+				1.0	9.79e-10	4.6	2.0	0.0	logn	5	10.0	800.0	4	5279	1	1		-426.59220192306014
NH3	N2+		N2	NH3+				1.0	1.04e-09	3.65	2.0	0.0	logn	5	10.0	800.0	4	5280	1	1		-521.7423823121983
Fe	NO+		NO	Fe+				9.2e-10	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5281	1	1		
Mg	NO+		NO	Mg+				8.1e-10	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5282	1	1		-162.93402655188575
Na	NO+		NO	Na+				7e-11	0.0	0.0	1.25	0.0	logn	5	10.0	300.0	3	5283	1	1		-411.1432782797071
Si	NO+		NO	Si+				1.6e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5284	1	1		-106.0055682652263
Fe	O2+		O2	Fe+				1.1e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5285	1	1		
Mg	O2+		O2	Mg+				1.2e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5286	1	1		-439.1731682994527
Na	O2+		O2	Na+				7.1e-10	0.0	0.0	1.25	0.0	logn	5	10.0	300.0	3	5287	1	1		-687.3824200274232
Si	O2+		O2	Si+				1.6e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5288	1	1		-382.2447100130917
NO	O2+		O2	NO+				1.0	7.74e-10	0.411	2.0	0.0	logn	5	10.0	13.0	4	5289	1	1		-276.2391417477162
NO	O2+		O2	NO+				1.0	7.74e-10	0.411	2.0	0.0	logn	5	13.0	800.0	5	5289	2	1		-276.2391417477162
H2S	O2+		O2	H2S+				1.0	1.09e-09	1.77	2.0	0.0	logn	5	10.0	234.0	4	5290	1	1		-165.79043949402467
H2S	O2+		O2	H2S+				1.0	1.09e-09	1.77	2.0	0.0	logn	5	234.0	800.0	5	5290	2	1		-165.79043949402467
NH2	O2+		O2	NH2+				1.0	9.56e-10	4.6	2.0	0.0	logn	5	10.0	800.0	4	5291	1	1		-95.97396258294005
NO2	O2+		O2	NO2+				1.0	9.06e-10	0.651	2.0	0.0	logn	5	10.0	32.0	4	5292	1	1		-245.41574314475957
NO2	O2+		O2	NO2+				1.0	9.06e-10	0.651	2.0	0.0	logn	5	32.0	800.0	5	5292	2	1		-245.41574314475957
NH3	O2+		O2	NH3+				1.0	1.02e-09	3.65	2.0	0.0	logn	5	10.0	800.0	4	5293	1	1		-191.12414297200354
O2	OH+		OH	O2+				5.9e-10	0.0	0.0	1.25	0.0	logn	5	10.0	300.0	3	5294	1	1		-76.0551222235576
Fe	CH3+		CH3	Fe+				2.4e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5295	1	1		
Mg	CH3+		CH3	Mg+				3.5e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5296	1	1		-218.46398065068308
Na	CH3+		CH3	Na+				3.4e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5297	1	1		-466.6732323787283
NO	CH3+		CH3	NO+				1.0	9.63e-10	0.411	2.0	0.0	logn	5	10.0	13.0	4	5298	1	1		-55.52995409902119
NO	CH3+		CH3	NO+				1.0	9.63e-10	0.411	2.0	0.0	logn	5	13.0	800.0	5	5298	2	1		-55.52995409902119
Fe	H2CO+		H2CO	Fe+				1.9e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5299	1	1		
Mg	H2CO+		H2CO	Mg+				2.9e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5300	1	1		-316.61487147354893
Na	H2CO+		H2CO	Na+				2.6e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5301	1	1		-564.8241232015195
Si	H2CO+		H2CO	Si+				1.6e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5302	1	1		-259.68641318688947
NO	NH2+		NH2	NO+				1.0	9.45e-10	0.411	2.0	0.0	logn	5	10.0	13.0	4	5303	1	1		-180.26517916485076
NO	NH2+		NH2	NO+				1.0	9.45e-10	0.411	2.0	0.0	logn	5	13.0	800.0	5	5303	2	1		-180.26517916485076
HCO	NH2+		NH2	HCO+				1.0	1.16e-09	3.58	2.0	0.0	logn	5	10.0	800.0	4	5304	1	1		-284.7553612245091
NH3	OCS+		OCS	NH3+				1.0	9.31e-10	3.65	2.0	0.0	logn	5	10.0	800.0	4	5305	1	1		-94.41292418018409
O2	SO2+		SO2	O2+				2.5e-10	0.0	0.0	1.25	0.0	logn	5	10.0	300.0	3	5306	1	1		-13.351534932177929
Fe	C2H2+		C2H2	Fe+				2e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5307	1	1		
Mg	C2H2+		C2H2	Mg+				3e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5308	1	1		-362.7131571880752
Na	C2H2+		C2H2	Na+				2.7e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5309	1	1		-610.9224089161204
NO	C2H2+		C2H2	NO+				1.0	8.17e-10	0.411	2.0	0.0	logn	5	10.0	13.0	4	5310	1	1		-199.77913063626409
NO	C2H2+		C2H2	NO+				1.0	8.17e-10	0.411	2.0	0.0	logn	5	13.0	800.0	5	5310	2	1		-199.77913063626409
H2CO	C2H2+		C2H2	H2CO+				1.0	1.01e-09	5.15	2.0	0.0	logn	5	10.0	800.0	4	5311	1	1		-46.098285714526284
C4H2	C2H2+		C2H2	C4H2+				1.3e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5312	1	1		-116.4551798341857
CH2CCH	C2H2+		C2H2	c-C3H3+				0.167	1.4e-09	0.17	2.0	0.0	logn	5	10.0	800.0	5	5313	1	1		-366.215600709786
CH2CCH	C2H2+		C2H2	l-C3H3+				0.167	1.4e-09	0.17	2.0	0.0	logn	5	10.0	800.0	5	5314	1	1		-254.41707629344285
C2H4	C2H2+		C2H2	C2H4+				4.1e-10	0.0	0.0	1.25	0.0	logn	5	10.0	300.0	3	5315	1	1		-83.66362489067778
C2H3	C2H2+		C2H2	C2H3+				5.3e-10	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5316	1	1		-257.4686164108456
NH3	C2H2+		C2H2	NH3+				0.686	1.05e-09	3.65	2.0	0.0	logn	5	10.0	800.0	4	5317	1	1		-114.66413186062604
HCO	C2H2+		C2H2	HCO+				0.57	1.01e-09	3.58	2.0	0.0	logn	5	10.0	800.0	4	5318	1	1		-304.2693126959971
H2S	C2H2+		C2H2	H2S+				0.98	1.16e-09	1.77	2.0	0.0	logn	5	10.0	234.0	4	5319	1	1		-89.33042838279644
H2S	C2H2+		C2H2	H2S+				0.98	1.16e-09	1.77	2.0	0.0	logn	5	234.0	800.0	5	5319	2	1		-89.33042838279644
Si	C2H2+		C2H2	Si+				1.7e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5320	1	1		-305.78469890141577
NS	C+		C	NS+				0.5	1.48e-09	3.27	2.0	0.0	logn	5	10.0	800.0	4	5321	1	1		-229.08897038209238
SiC	C+		C	SiC+				0.5	2.02e-09	2.1	2.0	0.0	logn	5	10.0	330.0	4	5322	1	1		-228.4231697863749
SiC	C+		C	SiC+				0.5	2.02e-09	2.1	2.0	0.0	logn	5	330.0	800.0	5	5322	2	1		-228.4231697863749
CH	C+		C	CH+				0.53	1.37e-09	3.33	2.0	0.0	logn	5	10.0	800.0	4	5323	1	2		-59.44585614135402
SiN	C+		C	SiN+				0.5	1.57e-09	4.41	2.0	0.0	logn	5	10.0	800.0	4	5324	1	1		-89.66495911642362
SiS	C+		C	SiS+				0.5	2.02e-09	2.14	2.0	0.0	logn	5	10.0	344.0	4	5325	1	1		-74.09104328482778
SiS	C+		C	SiS+				0.5	2.02e-09	2.14	2.0	0.0	logn	5	344.0	800.0	5	5325	2	1		-74.09104328482778
SO	C+		C	SO+				0.25	1.4e-09	2.93	2.0	0.0	logn	5	10.0	644.0	4	5326	1	1		-83.86906240469027
SO	C+		C	SO+				0.25	1.4e-09	2.93	2.0	0.0	logn	5	644.0	800.0	5	5326	2	1		-83.86906240469027
CCS	C+		C	C2S+				0.5	1.95e-09	4.12	2.0	0.0	logn	5	10.0	800.0	4	5327	1	1		-103.590297117012
CCP	C+		C	CCP+				1.46e-09	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5328	1	1		-204.00759322641164
CH2	C+		C	CH2+				0.5	1.34e-09	1.41	2.0	0.0	logn	5	10.0	150.0	4	5329	1	1		-83.0864007951957
CH2	C+		C	CH2+				0.5	1.34e-09	1.41	2.0	0.0	logn	5	150.0	800.0	5	5329	2	1		-83.0864007951957
H2S	C+		C	H2S+				0.252	1.49e-09	1.77	2.0	0.0	logn	5	10.0	234.0	4	5330	1	1		-79.58884070362672
H2S	C+		C	H2S+				0.252	1.49e-09	1.77	2.0	0.0	logn	5	234.0	800.0	5	5330	2	1		-79.58884070362672
HCO	C+		C	HCO+				0.5	1.28e-09	3.58	2.0	0.0	logn	5	10.0	800.0	4	5331	1	1		-294.5277250169766
HCP	C+		C	HCP+				0.5	1.75e-09	0.641	2.0	0.0	logn	5	10.0	31.0	4	5332	1	1		-49.63064943656666
HCP	C+		C	HCP+				0.5	1.75e-09	0.641	2.0	0.0	logn	5	31.0	800.0	5	5332	2	1		-49.63064943656666
OCS	C+		C	OCS+				0.2	1.68e-09	1.09	2.0	0.0	logn	5	10.0	90.0	4	5333	1	1		-10.509620001645336
OCS	C+		C	OCS+				0.2	1.68e-09	1.09	2.0	0.0	logn	5	90.0	800.0	5	5333	2	1		-10.509620001645336
SiH2	C+		C	SiH2+				0.333	1.83e-09	0.207	2.0	0.0	logn	5	10.0	800.0	5	5334	1	1		-204.141887561616
C3O	C+		C	C3O+				0.333	1.84e-09	3.5	2.0	0.0	logn	5	10.0	800.0	4	5335	1	1		-39.98789608700692
C3S	C+		C	C3S+				0.5	2.28e-09	4.39	2.0	0.0	logn	5	10.0	800.0	4	5336	1	1		-46.67197326155266
CH3	C+		C	CH3+				1e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5337	1	1		-134.5075888582597
H2CO	C+		C	H2CO+				0.309	1.29e-09	5.15	2.0	0.0	logn	5	10.0	800.0	4	5338	1	1		-36.35669803550581
NH3	C+		C	NH3+				0.317	1.28e-09	3.65	2.0	0.0	logn	5	10.0	800.0	4	5339	1	2		-104.92254418160557
HCCSi	C+		C	SiC2H+				0.5	2.21e-09	1.11	2.0	0.0	logn	5	10.0	94.0	4	5340	1	1		-378.8055725516955
HCCSi	C+		C	SiC2H+				0.5	2.21e-09	1.11	2.0	0.0	logn	5	94.0	800.0	5	5340	2	1		-378.8055725516955
SiH3	C+		C	SiH3+				0.333	1.79e-09	0.00771	2.0	0.0	logn	5	10.0	800.0	5	5341	1	1		-299.50331044588125
C2H3	C+		C	C2H3+				6.7e-10	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5342	1	1		-247.72702873186245
C4S	C+		C	C4S+				0.5	2.69e-09	4.34	2.0	0.0	logn	5	10.0	800.0	4	5343	1	1		-197.56876402578536
NO	CN+		CN	NO+				0.81	8.17e-10	0.411	2.0	0.0	logn	5	10.0	13.0	4	5344	1	1		-432.6796000451327
NO	CN+		CN	NO+				0.81	8.17e-10	0.411	2.0	0.0	logn	5	13.0	800.0	5	5344	2	1		-432.6796000451327
O2	CN+		CN	O2+				7.8e-10	0.0	0.0	1.25	0.0	logn	5	10.0	300.0	3	5345	1	1		-156.44045829756578
CO2	CN+		CN	CO2+				4.5e-10	0.0	0.0	1.25	0.0	logn	5	10.0	300.0	3	5346	1	1		-8.203115450326562
HCN	CN+		CN	HCN+				0.884	1.02e-09	6.61	2.0	0.0	logn	5	10.0	800.0	4	5347	1	1		-20.875380970672634
HCO	CN+		CN	HCO+				0.5	1.01e-09	3.58	2.0	0.0	logn	5	10.0	800.0	4	5348	1	1		-537.1697821049404
H2CO	CN+		CN	H2CO+				0.5	1.01e-09	5.15	2.0	0.0	logn	5	10.0	800.0	4	5349	1	1		-278.99875512346955
CH	CO+		CO	CH+				0.5	1.14e-09	3.33	2.0	0.0	logn	5	10.0	800.0	4	5350	1	1		-326.76729742383105
NH	CO+		CO	NH+				0.5	9.01e-10	4.4	2.0	0.0	logn	5	10.0	800.0	4	5351	1	1		-52.373871814567764
OH	CO+		CO	OH+				0.5	7.45e-10	5.5	2.0	0.0	logn	5	10.0	800.0	4	5352	1	1		-105.06472026840952
CCH	CO+		CO	C2H+				0.5	1.35e-09	1.34	2.0	0.0	logn	5	10.0	134.0	4	5353	1	1		-235.94590523838897
CCH	CO+		CO	C2H+				0.5	1.35e-09	1.34	2.0	0.0	logn	5	134.0	800.0	5	5353	2	1		-235.94590523838897
CH2	CO+		CO	CH2+				0.5	1.12e-09	1.41	2.0	0.0	logn	5	10.0	150.0	4	5354	1	1		-350.4078420776354
CH2	CO+		CO	CH2+				0.5	1.12e-09	1.41	2.0	0.0	logn	5	150.0	800.0	5	5354	2	1		-350.4078420776354
H2O	CO+		CO	H2O+				0.659	8.37e-10	5.41	2.0	0.0	logn	5	10.0	800.0	4	5355	1	1		-140.62858288098488
H2S	CO+		CO	H2S+				0.94	1.13e-09	1.77	2.0	0.0	logn	5	10.0	234.0	4	5356	1	1		-346.91028198621564
H2S	CO+		CO	H2S+				0.94	1.13e-09	1.77	2.0	0.0	logn	5	234.0	800.0	5	5356	2	1		-346.91028198621564
NH2	CO+		CO	NH2+				0.5	9.79e-10	4.6	2.0	0.0	logn	5	10.0	800.0	4	5357	1	1		-277.09380507490715
H2CO	CO+		CO	H2CO+				0.452	9.92e-10	5.15	2.0	0.0	logn	5	10.0	800.0	4	5358	1	1		-303.6781393179455
NH3	CO+		CO	NH3+				0.98	1.04e-09	3.65	2.0	0.0	logn	5	10.0	800.0	4	5359	1	1		-372.24398546397066
CH4	CO+		CO	CH4+				7.93e-10	0.0	0.0	1.25	0.0	logn	5	10.0	300.0	3	5360	1	1		-135.99703249621038
C2	H2+		H2	C2+				1.1e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5361	1	1		-355.67799523907314
CH	H2+		H2	CH+				0.5	2.59e-09	3.33	2.0	0.0	logn	5	10.0	800.0	4	5362	1	1		-464.4011321196732
CN	H2+		H2	CN+				0.5	2.92e-09	2.84	2.0	0.0	logn	5	10.0	607.0	4	5363	1	1		-162.31321889035542
CN	H2+		H2	CN+				0.5	2.92e-09	2.84	2.0	0.0	logn	5	607.0	800.0	5	5363	2	1		-162.31321889035542
CO	H2+		H2	CO+				0.214	2.39e-09	0.251	2.0	0.0	logn	5	10.0	800.0	5	5364	1	1		-137.63383469587947
NH3	H2O+		H2O	NH3+				0.71	1.14e-09	3.65	2.0	0.0	logn	5	10.0	800.0	4	5365	1	1		-231.6154025830604
C2H2	CH4+		CH4	C2H2+				1.1e-09	0.0	0.0	1.25	0.0	logn	5	10.0	300.0	3	5366	1	1		-121.58282110720883
NH3	CH4+		CH4	NH3+				0.5	1.18e-09	3.65	2.0	0.0	logn	5	10.0	800.0	4	5367	1	1		-236.2469529678349
SiCH3	C+		C	SiCH3+				0.333	2.08e-09	1.36	2.0	0.0	logn	5	10.0	140.0	4	5368	1	1		-401.85378860763785
SiCH3	C+		C	SiCH3+				0.333	2.08e-09	1.36	2.0	0.0	logn	5	140.0	800.0	5	5368	2	1		-401.85378860763785
C4H2	C+		C	C4H2+				1.4e-09	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5369	1	1		-106.71359215516522
CH3CHO	C+		C	C2H4O+				1.7e-09	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5370	1	1		-99.49477935513416
CH3CCH	C+		C	C3H4+				3e-10	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5371	1	1		-149.3544196682307
CH3CH2OH	C+		C	C2H5OH+				7.07e-10	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5372	1	1		-84.21079751079074
HS	H+		H	HS+				0.5	4.29e-09	1.44	2.0	0.0	logn	5	10.0	156.0	4	5373	1	1		-322.6157672406971
HS	H+		H	HS+				0.5	4.29e-09	1.44	2.0	0.0	logn	5	156.0	800.0	5	5373	2	1		-322.6157672406971
CH	N+		N	CH+				0.5	1.31e-09	3.33	2.0	0.0	logn	5	10.0	800.0	4	5374	1	1		-376.88086298880256
OH	N+		N	OH+				0.5	8.75e-10	5.5	2.0	0.0	logn	5	10.0	800.0	4	5375	1	1		-155.17828583338104
H2S	N+		N	H2S+				0.658	1.41e-09	1.77	2.0	0.0	logn	5	10.0	234.0	4	5376	1	1		-397.02384755111257
H2S	N+		N	H2S+				0.658	1.41e-09	1.77	2.0	0.0	logn	5	234.0	800.0	5	5376	2	1		-397.02384755111257
H2CO	N+		N	H2CO+				0.651	1.22e-09	5.15	2.0	0.0	logn	5	10.0	800.0	4	5377	1	1		-353.79170488291703
HCO	O+		O	HCO+				0.5	1.16e-09	3.58	2.0	0.0	logn	5	10.0	800.0	4	5378	1	1		-510.49087209372624
C2H3	H+		H	C2H3+				3e-09	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5379	1	1		-480.93487332567884
c-HCCHSi	H+		H	SiC2H2+				4.87e-09	-0.5	0.0	2.0	0.0	logn	5	10.0	300.0	3	5380	1	1		-449.66897291904047
C	C2H2+		C2H2	C+				1.65e-10	0.0	0.0	2.0	0.0	logn	5	10.0	300.0	3	5381	1	2		-9.74158767905779
